GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_EST_VC27,Female; Estimate; Living in 12 selected states
HC03_MOE_VC27,Female; Margin of Error; Living in 12 selected states
HC01_EST_VC30,Total; Estimate; Not living in 12 selected states
HC01_MOE_VC30,Total; Margin of Error; Not living in 12 selected states
HC02_EST_VC30,Male; Estimate; Not living in 12 selected states
HC02_MOE_VC30,Male; Margin of Error; Not living in 12 selected states
HC03_EST_VC30,Female; Estimate; Not living in 12 selected states
HC03_MOE_VC30,Female; Margin of Error; Not living in 12 selected states
HC01_EST_VC32,Total; Estimate; Workers 16 years and over who did not work at home
HC01_MOE_VC32,Total; Margin of Error; Workers 16 years and over who did not work at home
HC02_EST_VC32,Male; Estimate; Workers 16 years and over who did not work at home
HC02_MOE_VC32,Male; Margin of Error; Workers 16 years and over who did not work at home
HC03_EST_VC32,Female; Estimate; Workers 16 years and over who did not work at home
HC03_MOE_VC32,Female; Margin of Error; Workers 16 years and over who did not work at home
HC01_EST_VC46,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC01_MOE_VC46,Total; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC02_EST_VC46,Male; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC02_MOE_VC46,Male; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC03_EST_VC46,Female; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC03_MOE_VC46,Female; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC01_EST_VC47,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC01_MOE_VC47,Total; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC02_EST_VC47,Male; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC02_MOE_VC47,Male; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC03_EST_VC47,Female; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC03_MOE_VC47,Female; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC01_EST_VC48,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC01_MOE_VC48,Total; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC02_EST_VC48,Male; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC02_MOE_VC48,Male; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC03_EST_VC48,Female; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC03_MOE_VC48,Female; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC01_EST_VC49,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC01_MOE_VC49,Total; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC02_EST_VC49,Male; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC02_MOE_VC49,Male; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC03_EST_VC49,Female; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC03_MOE_VC49,Female; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC01_EST_VC50,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC01_MOE_VC50,Total; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC02_EST_VC50,Male; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC02_MOE_VC50,Male; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC03_EST_VC50,Female; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC03_MOE_VC50,Female; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC01_EST_VC51,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC01_MOE_VC51,Total; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC02_EST_VC51,Male; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC02_MOE_VC51,Male; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC03_EST_VC51,Female; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC03_MOE_VC51,Female; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC01_EST_VC52,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC01_MOE_VC52,Total; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
HC02_EST_VC52,Male; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC02_MOE_VC52,Male; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
HC03_EST_VC52,Female; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC03_MOE_VC52,Female; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
HC01_EST_VC53,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC01_MOE_VC53,Total; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC02_EST_VC53,Male; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC02_MOE_VC53,Male; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC03_EST_VC53,Female; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes
HC03_MOE_VC53,Female; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes
HC01_EST_VC54,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC01_MOE_VC54,Total; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC02_EST_VC54,Male; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC02_MOE_VC54,Male; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC03_EST_VC54,Female; Estimate; TRAVEL TIME TO WORK - 60 or more minutes
HC03_MOE_VC54,Female; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes
HC01_EST_VC55,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC01_MOE_VC55,Total; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC02_EST_VC55,Male; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC02_MOE_VC55,Male; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC03_EST_VC55,Female; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC03_MOE_VC55,Female; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)
HC01_EST_VC58,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC01_MOE_VC58,Total; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC02_EST_VC58,Male; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC02_MOE_VC58,Male; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC03_EST_VC58,Female; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households
HC03_MOE_VC58,Female; Margin of Error; VEHICLES AVAILABLE - Workers 16 years and over in households
HC01_EST_VC65,Total; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC01_MOE_VC65,Total; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC02_EST_VC65,Male; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC02_MOE_VC65,Male; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC03_EST_VC65,Female; Estimate; PERCENT ALLOCATED - Means of transportation to work
HC03_MOE_VC65,Female; Margin of Error; PERCENT ALLOCATED - Means of transportation to work
HC01_EST_VC66,Total; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC01_MOE_VC66,Total; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC02_EST_VC66,Male; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC02_MOE_VC66,Male; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC03_EST_VC66,Female; Estimate; PERCENT ALLOCATED - Private vehicle occupancy
HC03_MOE_VC66,Female; Margin of Error; PERCENT ALLOCATED - Private vehicle occupancy
HC01_EST_VC67,Total; Estimate; PERCENT ALLOCATED - Place of work
HC01_MOE_VC67,Total; Margin of Error; PERCENT ALLOCATED - Place of work
HC02_EST_VC67,Male; Estimate; PERCENT ALLOCATED - Place of work
HC02_MOE_VC67,Male; Margin of Error; PERCENT ALLOCATED - Place of work
HC03_EST_VC67,Female; Estimate; PERCENT ALLOCATED - Place of work
HC03_MOE_VC67,Female; Margin of Error; PERCENT ALLOCATED - Place of work
HC01_EST_VC68,Total; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC01_MOE_VC68,Total; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC02_EST_VC68,Male; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC02_MOE_VC68,Male; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC03_EST_VC68,Female; Estimate; PERCENT ALLOCATED - Time leaving home to go to work
HC03_MOE_VC68,Female; Margin of Error; PERCENT ALLOCATED - Time leaving home to go to work
HC01_EST_VC69,Total; Estimate; PERCENT ALLOCATED - Travel time to work
HC01_MOE_VC69,Total; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC02_EST_VC69,Male; Estimate; PERCENT ALLOCATED - Travel time to work
HC02_MOE_VC69,Male; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC03_EST_VC69,Female; Estimate; PERCENT ALLOCATED - Travel time to work
HC03_MOE_VC69,Female; Margin of Error; PERCENT ALLOCATED - Travel time to work
HC01_EST_VC70,Total; Estimate; PERCENT ALLOCATED - Vehicles available
HC01_MOE_VC70,Total; Margin of Error; PERCENT ALLOCATED - Vehicles available
HC02_EST_VC70,Male; Estimate; PERCENT ALLOCATED - Vehicles available
HC02_MOE_VC70,Male; Margin of Error; PERCENT ALLOCATED - Vehicles available
HC03_EST_VC70,Female; Estimate; PERCENT ALLOCATED - Vehicles available
HC03_MOE_VC70,Female; Margin of Error; PERCENT ALLOCATED - Vehicles available
